4K测试频道,#genre#
CCTV16-4K,http://36.99.188.2:2380/js-live-screenshot.gitv.tv/gitv_live/G_CCTV-16-4K/G_CCTV-16-4K.m3u8
北京4K,http://36.99.188.2:2380/js-live-screenshot.gitv.tv/gitv_live/G_BEIJING-4K/G_BEIJING-4K.m3u8
广东4K,http://36.99.188.2:2380/js-live-screenshot.gitv.tv/gitv_live/G_GUANGDONG-4K/G_GUANGDONG-4K.m3u8
深圳4K,http://36.99.188.2:2380/js-live-screenshot.gitv.tv/gitv_live/G_SHENZHEN-4K/G_SHENZHEN-4K.m3u8
浙江4K,http://36.99.188.2:2380/js-live-screenshot.gitv.tv/gitv_live/G_ZHEJIANG-4K/G_ZHEJIANG-4K.m3u8
北京卫视频4k,http://106.53.99.30/tv/bj.php?id=bjws4k
东方卫视频4k,http://106.53.99.30/tv/api.php?id=dfws4k
深圳卫视频4k,http://106.53.99.30/tv/api.php?id=szws4k
航拍中国,http://113.45.240.129:35455/huya/22414123
音乐石榴[音乐],http://113.45.240.129:35455/huya/17091681
CCTV频道,#genre#
CCTV1,http://live2.rxip.sc96655.com/live/CCTV-1H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760148172&jsbk=8ce47519e62b009dfa80f8fbfb2dd932
CCTV2,http://live2.rxip.sc96655.com/live/CCTV-2H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV3,http://live2.rxip.sc96655.com/live/CCTV-3H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV4,http://live2.rxip.sc96655.com/live/CCTV-4H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV5,http://live2.rxip.sc96655.com/live/CCTV-5H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV6,http://live2.rxip.sc96655.com/live/CCTV-6H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV7,http://live2.rxip.sc96655.com/live/CCTV-7H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV8,http://live2.rxip.sc96655.com/live/CCTV-8H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV9,http://live2.rxip.sc96655.com/live/CCTV-9H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV10,http://live2.rxip.sc96655.com/live/CCTV-10H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV11,https://zby.130519.xyz/PLTV/11/224/3221226101/index.m3u8
CCTV11,https://zby.130519.xyz/PLTV/11/224/3221226145/index.m3u8
CCTV12,https://zby.130519.xyz/PLTV/11/224/3221226103/index.m3u8
CCTV12,https://zby.130519.xyz/PLTV/11/224/3221226126/index.m3u8
CCTV13,https://zby.130519.xyz/PLTV/11/224/3221226128/index.m3u8
CCTV14,http://live2.rxip.sc96655.com/live/CCTV-14H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e
CCTV15,https://zby.130519.xyz/PLTV/11/224/3221226147/index.m3u8
CCTV16,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8
CCTV17,http://k.061899.xyz/m.php?id=cctv17
四川卫视,http://live2.rxip.sc96655.com/live/scwsH265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=
CCTV17,http://k.061899.xyz/m.php?id=cctv17

CCTV1,http://106.53.99.30/tv/migu.php?id=cctv1 
CCTV2,http://106.53.99.30/tv/migu.php?id=cctv2 
CCTV3,http://106.53.99.30/tv/migu.php?id=cctv3 
CCTV4,http://106.53.99.30/tv/migu.php?id=cctv4 
CCTV4,http://106.53.99.30/tv/migu.php?id=cctv4a 
CCTV4,http://106.53.99.30/tv/migu.php?id=cctv4o 
CCTV5,http://106.53.99.30/tv/migu.php?id=cctv5 
CCTV5+,http://106.53.99.30/tv/migu.php?id=cctv5p 
CCTV6,http://106.53.99.30/tv/migu.php?id=cctv6 
CCTV7,http://106.53.99.30/tv/migu.php?id=cctv7 
CCTV8,http://106.53.99.30/tv/migu.php?id=cctv8 
CCTV9,http://106.53.99.30/tv/migu.php?id=cctv9 
CCTV10,http://106.53.99.30/tv/migu.php?id=cctv10 
CCTV11,http://106.53.99.30/tv/migu.php?id=cctv11 
CCTV12,http://106.53.99.30/tv/migu.php?id=cctv12 
CCTV13,http://106.53.99.30/tv/migu.php?id=cctv13 
CCTV14,http://106.53.99.30/tv/migu.php?id=cctv14 
CCTV15,http://106.53.99.30/tv/migu.php?id=cctv15 
CCTV17,http://106.53.99.30/tv/migu.php?id=cctv17 
CCTV3,https://zby.130519.xyz/PLTV/11/224/3221226165/index.m3u8
CCTV4,http://107.150.32.90:82/live/cctv4.m3u8?jsbt=1760966951&jsbk=20a87acd8a6c40c48be52e906f78ec5d
CCTV5,http://107.150.32.90:82/live/cctv5.m3u8?jsbt=1760966999&jsbk=80e617c4995ff2da730e9e1436c5c905
CCTV5,https://zby.130519.xyz/PLTV/11/224/3221226146/index.m3u8
CCTV6,http://74.91.16.250:82/live/cctv6.m3u8?jsbt=1760967032&jsbk=9fe6bdfe45fc279829abf82dcacd09df
CCTV6,https://zby.130519.xyz/PLTV/11/224/3221226148/index.m3u8
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221225701/index.m3u8
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221226143/index.m3u8
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221226137/index.m3u8
CCTV8,http://107.150.32.90:82/live/cctv8.m3u8?jsbt=1760967081&jsbk=8cc0d3ff571828220efa0c20ec5d12dc
CCTV8,https://zby.130519.xyz/PLTV/11/224/3221226167/index.m3u8
CCTV9,http://204.12.198.178:82/live/cctv9.m3u8?jsbt=1760967130&jsbk=c4a02fc0c93ae3e2149d58578d35b704
CCTV10,http://204.12.198.178:82/live/cctv10.m3u8?jsbt=1760967177&jsbk=83d22b0b28cd606e48b7f41efcd42b11
CCTV10,https://zby.130519.xyz/PLTV/11/224/3221226169/index.m3u8
CCTV11,http://198.204.230.114:82/live/cctv11.m3u8?jsbt=1760967211&jsbk=8b9142b24da82984cfb26b7535abcdc7
CCTV11,https://zby.130519.xyz/PLTV/11/224/3221226145/index.m3u8
CCTV12,http://198.204.230.114:82/live/cctv12.m3u8?jsbt=1760967237&jsbk=b8bfc245b41d90f1a8215a787103c85a
CCTV12,https://zby.130519.xyz/PLTV/11/224/3221226126/index.m3u8
CCTV13,http://198.204.230.114:82/live/cctv13.m3u8?jsbt=1760967268&jsbk=c2631d5dc6927f2a30ee6d35fc13d618
CCTV14,http://198.204.230.114:82/live/cctv14.m3u8?jsbt=1760967296&jsbk=3f8238bd456c1ddb09cd32a2cc3dc833
CCTV14,https://zby.130519.xyz/PLTV/11/224/3221226150/index.m3u8
CCTV15,http://38.75.136.137:98/gslb/jsbtv/cctv15hd.m3u8?tm=1760967331&key=541bbad4d18ef0fb7a9bc3a342bf2891
CCTV16,http://69.197.146.138:82/live/cctv16.m3u8?jsbt=1760967373&jsbk=66c5c68a5342c6e3855ee213be777df7
CCTV17,http://38.75.136.137:98/gslb/jsbtv/cctv17hd.m3u8?tm=1760967397&key=d367ea1eef8815852b3fe27a6ccefb4c
江苏卫视,http://110.42.37.69:6688/live/live.php?token=2OFgNXEh&id=jsws
江苏卫视,https://zby.130519.xyz/PLTV/11/224/3221225720/index.m3u8
黑龙江卫视,http://110.42.37.69:6688/live/live.php?token=2OFgNXEh&id=hljws
黑龙江卫视,https://zby.130519.xyz/PLTV/11/224/3221225722/index.m3u8
东方卫视,https://zby.130519.xyz/PLTV/11/224/3221225725/index.m3u8
北京卫视,https://zby.130519.xyz/PLTV/11/224/3221225724/index.m3u8
湖南卫视,https://zby.130519.xyz/PLTV/11/224/3221225726/index.m3u8
东方卫视,http://110.42.37.69:6688/live/live.php?token=2OFgNXEh&id=dfws
浙江卫视,https://zby.130519.xyz/PLTV/11/224/3221225727/index.m3u8
深圳卫视,https://zby.130519.xyz/PLTV/11/224/3221225728/index.m3u8
三沙卫视,http://110.42.37.69:6688/live/live.php?token=2OFgNXEh&id=ssws
湖北卫视,https://zby.130519.xyz/PLTV/11/224/3221225729/index.m3u8
安徽卫视,https://zby.130519.xyz/PLTV/11/224/3221225739/index.m3u8
江西卫视,https://zby.130519.xyz/PLTV/11/224/3221225740/index.m3u8
天津卫视,https://zby.130519.xyz/PLTV/11/224/3221225742/index.m3u8
广东卫视,https://zby.130519.xyz/PLTV/11/224/3221225731/index.m3u8
山东卫视,https://zby.130519.xyz/PLTV/11/224/3221225733/index.m3u8
东南卫视,https://zby.130519.xyz/PLTV/11/224/3221225745/index.m3u8
辽宁卫视,https://zby.130519.xyz/PLTV/11/224/3221225747/index.m3u8
西藏卫视,https://zby.130519.xyz/PLTV/11/224/3221225767/index.m3u8
康巴卫视,https://zby.130519.xyz/PLTV/11/224/3221225773/index.m3u8
厦门卫视,https://zby.130519.xyz/PLTV/11/224/3221226008/index.m3u8
内蒙古卫视,https://zby.130519.xyz/PLTV/11/224/3221226011/index.m3u8
西藏卫视,https://zby.130519.xyz/PLTV/11/224/3221226012/index.m3u8
吉林卫视,https://zby.130519.xyz/PLTV/11/224/3221226082/index.m3u8
广西卫视,https://zby.130519.xyz/PLTV/11/224/3221226084/index.m3u8
陕西卫视,https://zby.130519.xyz/PLTV/11/224/3221226086/index.m3u8
新疆卫视,https://zby.130519.xyz/PLTV/11/224/3221226088/index.m3u8
甘肃卫视,https://zby.130519.xyz/PLTV/11/224/3221226090/index.m3u8
宁夏卫视,https://zby.130519.xyz/PLTV/11/224/3221226092/index.m3u8
河北卫视,https://zby.130519.xyz/PLTV/11/224/3221226107/index.m3u8
青海卫视,https://zby.130519.xyz/PLTV/11/224/3221226105/index.m3u8
东方卫视,https://zby.130519.xyz/PLTV/11/224/3221226106/index.m3u8
云南卫视,https://zby.130519.xyz/PLTV/11/224/3221226109/index.m3u8
兵团卫视,https://zby.130519.xyz/PLTV/11/224/3221226111/index.m3u8
山西卫视,https://zby.130519.xyz/PLTV/11/224/3221226113/index.m3u8
东方卫视,https://zby.130519.xyz/PLTV/11/224/3221226050/index.m3u8
广西卫视,https://zby.130519.xyz/PLTV/11/224/3221226130/index.m3u8
河南卫视,https://zby.130519.xyz/PLTV/11/224/3221226132/index.m3u8
吉林卫视,https://zby.130519.xyz/PLTV/11/224/3221226149/index.m3u8
云南卫视,https://zby.130519.xyz/PLTV/11/224/3221226151/index.m3u8
四川卫视,https://zby.130519.xyz/PLTV/11/224/3221226152/index.m3u8
海南卫视,https://zby.130519.xyz/PLTV/11/224/3221226154/index.m3u8
重庆卫视,https://zby.130519.xyz/PLTV/11/224/3221226171/index.m3u8
贵州卫视,https://zby.130519.xyz/PLTV/11/224/3221226173/index.m3u8
东方财经,https://zby.130519.xyz/PLTV/11/224/3221226134/index.m3u8
新闻综合,https://zby.130519.xyz/PLTV/11/224/3221226136/index.m3u8
第一财经,https://zby.130519.xyz/PLTV/11/224/3221225737/index.m3u8
五星体育,https://zby.130519.xyz/PLTV/11/224/3221225732/index.m3u8
东方影视,https://zby.130519.xyz/PLTV/11/224/3221225744/index.m3u8
上海都市,https://zby.130519.xyz/PLTV/11/224/3221225749/index.m3u8
金色学堂,https://zby.130519.xyz/PLTV/11/224/3221225748/index.m3u8
都市剧场,https://zby.130519.xyz/PLTV/11/224/3221225762/index.m3u8
都市剧场,https://zby.130519.xyz/PLTV/11/224/3221226155/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221226138/index.m3u8
生活时尚,https://zby.130519.xyz/PLTV/11/224/3221225768/index.m3u8
欢笑剧场,https://zby.130519.xyz/PLTV/11/224/3221225771/index.m3u8
法治天地,https://zby.130519.xyz/PLTV/11/224/3221225994/index.m3u8
游戏风云,https://zby.130519.xyz/PLTV/11/224/3221226117/index.m3u8
游戏风云,https://zby.130519.xyz/PLTV/11/224/3221226140/index.m3u8
金鹰卡通,https://zby.130519.xyz/PLTV/11/224/3221226094/index.m3u8
哈哈炫动,https://zby.130519.xyz/PLTV/11/224/3221226161/index.m3u8
哈哈炫动,https://zby.130519.xyz/PLTV/11/224/3221226175/index.m3u8
卡酷少儿,https://zby.130519.xyz/PLTV/11/224/3221226019/index.m3u8
嘉佳卡通,https://zby.130519.xyz/PLTV/11/224/3221226021/index.m3u8
CCTV1,http://115.221.92.129:7777/rtp/233.50.200.99:5140
CCTV2,http://122.234.158.196:55555/rtp/233.50.200.100:5140
CCTV3,http://171.213.152.114:4022/rtp/239.93.0.109:5140
CCTV4,http://171.213.152.114:4022/rtp/239.93.1.105:5140
CCTV7,http://171.213.146.1:8188/rtp/239.93.1.67:5140
CCTV9,http://171.213.200.162:4022/rtp/239.93.1.24:5140
CCTV10,http://171.213.200.162:4022/rtp/239.93.1.28:5140
CCTV11,http://171.213.222.181:8188/rtp/239.93.0.102:5140
CCTV12,http://171.213.151.165:8188/rtp/239.93.1.30:8124
CCTV17,http://171.213.200.162:4022/rtp/239.93.0.92:5140
CCTV4欧洲,http://106.116.126.75:4022/rtp/239.254.201.205:4220
CCTV4,http://58.54.35.158:60001/rtp/239.69.1.232:11034
凤凰资讯,http://171.213.159.16:4022/rtp/239.93.0.118:2191
安徽卫视,http://171.213.159.16:4022/rtp/239.93.1.106:5140
北京卫视,,http://171.213.200.162:4022/rtp/239.93.0.180:5140
重庆卫视,http://58.54.35.158:60001/rtp/239.69.1.149:10530
重庆卫视,http://171.213.152.114:4022/rtp/239.93.1.107:5140
东南卫视,http://115.221.91.4:7777/rtp/233.50.201.146:5140
东方卫视,http://171.213.131.151:1880/rtp/239.93.0.123:5140
广东卫视,http://171.213.131.151:1880/rtp/239.93.0.181:5140
广西卫视,http://171.213.159.16:4022/rtp/239.93.42.46:5140
甘肃卫视,http://171.213.222.181:8188/rtp/239.93.0.81:5140
贵州卫视,http://222.188.164.164:65432/rtp/239.49.8.49:8000
贵州卫视,http://58.48.104.134:4022/rtp/239.69.1.150:10536
河北卫视,http://171.213.192.17:4000/rtp/239.11.0.31:5140
河南卫视,http://58.48.104.134:4022/rtp/239.69.1.168:10644
海南卫视,http://222.188.164.164:65432/rtp/239.49.8.83:8000
湖北卫视,http://171.213.192.17:4000/rtp/239.11.0.74:5140
黑龙江卫视,http://219.139.228.112:8989/rtp/239.254.96.138:8902
吉林卫视,http://58.48.104.134:4022/rtp/239.69.1.212:10914
江苏卫视,http://171.213.151.165:8188/rtp/239.93.0.89:5140
江西卫视,http://171.213.200.162:4022/rtp/239.93.0.134:5140
辽宁卫视,http://183.220.107.138:4022/rtp/239.11.0.118:5140

内蒙古卫视,http://171.213.213.126:4000/rtp/239.11.0.33:5140
宁夏卫视,http://171.213.213.126:4000/rtp/239.11.0.57:5140
三沙卫视,http://222.188.164.164:65432/rtp/239.49.0.167:8000
四川,http://171.213.222.181:8188/rtp/239.93.0.169:5140
山东卫视,http://58.54.35.158:60001/rtp/239.69.1.69:10054
深圳卫视,http://171.213.152.114:4022/rtp/239.93.0.182:5140
天津卫视,http://121.60.58.124:19999/rtp/239.69.1.68:10048
厦门卫视,http://171.213.154.159:8188/rtp/239.93.42.57:5140
云南卫视,http://171.213.159.16:4022/rtp/239.93.1.174:5140
浙江卫视,http://171.213.200.162:4022/rtp/239.93.0.124:5140
康巴卫视,http://171.213.131.151:1880/rtp/239.93.0.41:5140

新疆频道,http://183.220.107.138:4022/rtp/239.11.0.58:5140
西藏频道,http://171.213.213.126:4000/rtp/239.11.0.53:5140
cetv1,http://171.213.213.126:4000/rtp/239.11.0.139:5140
cetv教育,http://121.29.169.134:2082/rtp/239.253.93.164:6440
世界地理,http://121.60.58.124:19999/rtp/239.69.1.91:10186
兵器科技,http://58.48.104.134:4022/rtp/239.69.1.79:10114
央视台球,http://58.48.104.134:4022/rtp/239.69.1.98:10224
文化精品,http://220.176.218.102:7111/rtp/239.252.219.81:5140
高尔夫球,http://106.5.78.168:4022/udp/239.252.219.95:5140
高尔夫球,http://58.54.35.158:60001/rtp/239.69.1.83:10138
女性时尚,http://121.29.169.134:2082/rtp/239.253.92.144:6114
怀旧剧场,http://121.29.169.134:2082/rtp/239.253.93.252:6430
文物宝库,http://106.8.191.45:8189/rtp/239.254.201.227:7230
第一剧场,http://121.29.169.134:2082/rtp/239.253.93.138:6428
家庭影院,http://121.60.58.124:19999//rtp/239.69.1.243:11100
bestv,http://171.213.146.1:8188/rtp/239.93.0.105:5140
华语影院,http://171.213.222.181:8188/rtp/239.93.0.138:5140
峨眉电影,http://171.213.213.126:4000/rtp/239.11.0.11:5140
bestv2,http://171.213.222.181:8188/rtp/239.93.0.95:5140
乐游,https://zby.130519.xyz/PLTV/11/224/3221226157/index.m3u8
乐游,https://zby.130519.xyz/PLTV/11/224/3221226115/index.m3u8
睛彩竞技,https://zby.130519.xyz/PLTV/11/224/3221226116/index.m3u8
睛彩篮球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8
睛彩广场舞,https://zby.130519.xyz/PLTV/11/224/3221226139/index.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
4K超高清,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.249:8001
淘电影,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.250:8001
淘剧场,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.95:8001
淘娱乐,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.100:8001
淘Baby,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.238:8001
东方卫视,http://106.53.99.30/tv/migu.php?id=dfws 
重庆卫视,http://106.53.99.30/tv/migu.php?id=cqws 
吉林卫视,http://106.53.99.30/tv/migu.php?id=jlws 
辽宁卫视,http://106.53.99.30/tv/migu.php?id=lnws 
内蒙古卫视,http://106.53.99.30/tv/migu.php?id=nmws 
宁夏卫视,http://106.53.99.30/tv/migu.php?id=nxws 
甘肃卫视,http://106.53.99.30/tv/migu.php?id=gsws 
青海卫视,http://106.53.99.30/tv/migu.php?id=qhws 
陕西卫视,http://106.53.99.30/tv/migu.php?id=sxws 
山东卫视,http://106.53.99.30/tv/migu.php?id=sdws 
河南卫视,http://106.53.99.30/tv/migu.php?id=hnws 
湖北卫视,http://106.53.99.30/tv/migu.php?id=hubws 
湖南卫视,http://106.53.99.30/tv/migu.php?id=hunws 
江西卫视,http://106.53.99.30/tv/migu.php?id=jxws 
江苏卫视,http://106.53.99.30/tv/migu.php?id=jsws 
东南卫视,http://106.53.99.30/tv/migu.php?id=dnws 
海峡卫视,http://106.53.99.30/tv/migu.php?id=hxws 
广东卫视,http://106.53.99.30/tv/migu.php?id=gdws 
大湾区卫视,http://106.53.99.30/tv/migu.php?id=dwqws 
广西卫视,http://106.53.99.30/tv/migu.php?id=gxws 
云南卫视,http://106.53.99.30/tv/migu.php?id=ynws 
贵州卫视,http://106.53.99.30/tv/migu.php?id=gzws 
新疆卫视,http://106.53.99.30/tv/migu.php?id=xjws 
东方卫视,http://173.208.155.26:82/live/dfws.m3u8?jsbt=1758300277&jsbk=85c78b760a52502a6c07d5c3b2cd0427
辽宁卫视,http://live1.nty.tv189.com/tm-dxlnws-4000k.m3u8?sign=97fe5c8752f7fbf34c6b6881cd158bfe&t=68cc5780&guid=4123d554-81f3-8016-2ba4-2a6596d95dd6
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
天津卫视,http://220.165.241.165:808/hls/45/index.m3u8
CCTV4K,http://hd1.91kds.cn/live2/cctvxw.m3u8?id=cctv4k&bt=2&fmt=&ip=&app=com.chenfengtv.tvbox&version=1.0.3&mac=fu:ck:92:92:ff&ev=20250805&nwtime=1758299716&sign=2e0fb08efacb2da9d3b961af67df9252&utk=&tmk=
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
四川卫视,http://live2.rxip.sc96655.com/live/scwsH265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=
CCTV发现之旅,http://106.53.99.30/tv/migu.php?id=fxzl 
CCTV老故事,http://106.53.99.30/tv/migu.php?id=lgs 
CCTV中学生,http://106.53.99.30/tv/migu.php?id=zxs 
CHC影迷电影,http://106.53.99.30/tv/migu.php?id=chcym 
CHC家庭影院,http://106.53.99.30/tv/migu.php?id=chcjt 
CHC动作电影,http://106.53.99.30/tv/migu.php?id=chcdz 
CGTN,http://106.53.99.30/tv/migu.php?id=cgtn 
CGTN纪录,http://106.53.99.30/tv/migu.php?id=cgtnjl 
CCTV西班牙语,http://106.53.99.30/tv/migu.php?id=cgtne 
CCTV法语,http://106.53.99.30/tv/migu.php?id=cgtnf 
CCTV阿拉伯语,http://106.53.99.30/tv/migu.php?id=cgtna 
CCTV俄语,http://106.53.99.30/tv/migu.php?id=cgtnr 
嘉佳卡通,http://106.53.99.30/tv/migu.php?id=jjkt 
熊猫01高清,http://106.53.99.30/tv/migu.php?id=xmpd 
cct4欧洲,http://go.bkpcp.top/mg/cctv4o
cct4美洲,http://go.bkpcp.top/mg/cctv4m
CGTN-西,http://go.bkpcp.top/mg/cgtne 
CGTN-阿,http://go.bkpcp.top/mg/cgtna 
CGTN-法,http://go.bkpcp.top/mg/cgtnf 
CETV1,https://zby.130519.xyz/PLTV/11/224/3221225775/index.m3u8
CETV4,https://zby.130519.xyz/PLTV/11/224/3221226153/index.m3u8
CETV4,https://zby.130519.xyz/PLTV/11/224/3221226069/index.m3u8
CGTN,https://zby.130519.xyz/PLTV/11/224/3221226016/index.m3u8

央卫备用,#genre#
CCTV1,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-1H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV2,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-2H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV3,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-3H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV4,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-4H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV5,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-5H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV5+,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-5plusH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV6,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-6H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV7,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-7H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV8,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-8H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV9,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-9H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CCTV10,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-10H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
